LAT;LON;YEAR;DOY;PRECTOT;WS2M;RH2M;T2MDEW;PS;ALLSKY;T2M
50.09881;18.47511;2000;324;0.94;1.42;96.19;2.63;98.12;2.95;3.43
50.09881;18.47511;2000;325;0.49;2.55;94.44;5.25;97.84;1.19;6.07
50.09881;18.47511;2000;326;0.26;3.24;86.4;6.35;97.96;2.7;8.5
50.09881;18.47511;2000;327;0.41;2.29;92.47;7.23;98.42;2.92;8.35
50.09881;18.47511;2000;328;0.01;3.07;86.66;6.99;98.29;4.03;9.08
50.09881;18.47511;2000;329;0.2;3.41;89.36;7.17;97.9;3.67;8.82
50.09881;18.47511;2000;330;0.46;1;94.26;6.53;98.07;2.16;7.42
50.09881;18.47511;2000;331;12.77;2.27;94.9;4.71;97.33;0.79;5.51
50.09881;18.47511;2000;332;1.57;2.46;93.49;3.36;98.34;1.8;4.31
50.09881;18.47511;2000;333;0.1;1.91;92.08;1.38;99.09;4;2.53
50.09881;18.47511;2000;334;0.07;3.49;85.62;2.36;98.88;4.43;4.6
50.09881;18.47511;2000;335;0;3.29;85.32;0.32;98.99;3.42;2.51
50.09881;18.47511;2000;336;0.02;2.13;91.86;0.14;99.08;4.39;1.3
50.09881;18.47511;2000;337;0.12;2.16;94.19;0.55;98.95;4;1.45
50.09881;18.47511;2000;338;0.15;2.12;93.81;1.03;98.95;2.2;1.94
50.09881;18.47511;2000;339;0.33;1.57;95.9;3.22;99.14;1.62;3.81
50.09881;18.47511;2000;340;0.08;2.42;94.41;2.41;99.27;2.66;3.19
50.09881;18.47511;2000;341;0.01;2.7;96.71;2.29;99.14;3.67;2.77
50.09881;18.47511;2000;342;0.02;3.66;90.61;0.37;98.9;2.81;1.72
50.09881;18.47511;2000;343;0.12;4.59;92.17;2.47;98.37;1.08;3.61
50.09881;18.47511;2000;344;3.23;2.88;94.97;3.04;98.69;2.23;3.75
50.09881;18.47511;2000;345;2;3;96.9;3.27;98.78;2.74;3.71
50.09881;18.47511;2000;346;2.45;3.61;90.47;4.65;98.95;1.98;6.07
50.09881;18.47511;2000;347;2.07;3.92;95.79;5.78;98.98;1.33;6.51
50.09881;18.47511;2000;348;0.46;3.82;90.59;5.4;98.49;1.37;6.84
50.09881;18.47511;2000;349;0.68;4.09;90.95;4.11;97.89;1.76;5.46
50.09881;18.47511;2000;350;0.73;3.86;94.28;2.98;96.96;1.44;3.83
50.09881;18.47511;2000;351;4.44;5.52;84.45;-0.28;97.04;2.88;2.08
50.09881;18.47511;2000;352;1.11;3.97;86.74;-1.36;97.96;2.02;0.56
50.09881;18.47511;2000;353;0.54;1.98;90.61;-1.89;98.8;2.09;-0.58
50.09881;18.47511;2000;354;0.89;1.36;93.68;-2.72;99.2;1.37;-1.84
50.09881;18.47511;2000;355;0.08;1.52;87.27;-5.81;99.96;3.35;-4.23
50.09881;18.47511;2000;356;0.02;1.41;76.75;-8.25;100.02;1.4;-5.21
50.09881;18.47511;2000;357;0;2.29;80.34;-9.72;99.66;4.82;-7.49
50.09881;18.47511;2000;358;0;6.22;77.22;-10.18;98.43;3.28;-7.52
50.09881;18.47511;2000;359;0.03;4.78;81.65;-8.11;97.68;3.17;-5.79
50.09881;18.47511;2000;360;0.43;1.92;90.65;-4.46;96.83;3.24;-3.1
50.09881;18.47511;2000;361;2.9;1.38;90.95;-4.74;96.66;2.34;-3.61
50.09881;18.47511;2000;362;0.4;1.16;99.2;-1.81;96.6;2.09;-1.62
50.09881;18.47511;2000;363;10.02;2.2;96.81;-0.77;96.24;0.9;-0.33
50.09881;18.47511;2000;364;0.8;1.33;93.85;-3.14;96.97;4.54;-2.28
50.09881;18.47511;2000;365;11.85;2.52;94.47;-3.81;96.66;1.48;-3.15
50.09881;18.47511;2000;366;0.62;2.89;93.61;-5.64;97.91;2.56;-4.7
50.09881;18.47511;2001;1;0.04;2.78;90.29;-10.05;98.45;3.53;-9.13
50.09881;18.47511;2001;2;0.21;5;90.38;-5.04;97.8;1.76;-3.81
50.09881;18.47511;2001;3;2.79;2.6;94.35;-3.15;97.84;1.87;-2.31
50.09881;18.47511;2001;4;0.09;2.45;96.74;-2.13;98.03;4.5;-1.62
50.09881;18.47511;2001;5;0.54;4.07;95.87;-0.51;97.68;3.85;0.08
50.09881;18.47511;2001;6;1.29;4.4;96.69;0.88;97.36;1.98;1.33
50.09881;18.47511;2001;7;2.42;0.87;97.11;1.1;98.23;1.8;1.5
50.09881;18.47511;2001;8;18.6;1.83;98.02;0.01;98;1.04;0.27
50.09881;18.47511;2001;9;5.27;2.45;96.77;-1.34;98.16;2.74;-0.87
50.09881;18.47511;2001;10;0.17;2.05;94.99;-4.67;98.63;4.68;-3.98
50.09881;18.47511;2001;11;2.03;1.52;96.07;-5.73;98.84;4.64;-5.06
50.09881;18.47511;2001;12;0.25;2.14;92.31;-8.52;99.38;4.54;-7.46
50.09881;18.47511;2001;13;0.16;1.6;94.73;-9.26;100.2;3.85;-8.82
50.09881;18.47511;2001;14;0.25;0.87;94.44;-8.16;100.46;2.7;-7.5
50.09881;18.47511;2001;15;0.08;1.39;93.66;-7.55;100.24;4.1;-6.86
50.09881;18.47511;2001;16;0.07;1.13;91.62;-10.78;99.95;2.27;-10.19
50.09881;18.47511;2001;17;0.03;1.59;90.72;-9.92;99.63;3.1;-8.81
50.09881;18.47511;2001;18;0.03;1.85;92.37;-7.98;99.53;4.93;-7.08
50.09881;18.47511;2001;19;0;1.77;91.69;-8.39;99.52;4.72;-7.25
50.09881;18.47511;2001;20;0.03;1.36;91.93;-6.13;99.66;3.28;-4.9
50.09881;18.47511;2001;21;0.04;1.25;88.65;-6.28;99.76;4.1;-4.84
50.09881;18.47511;2001;22;0.4;2.63;91.32;-6.16;99.23;3.35;-5
50.09881;18.47511;2001;23;0.28;3.64;90.05;-4.64;98.52;2.41;-3.28
50.09881;18.47511;2001;24;1.4;5.47;92.63;-3.7;98.19;3.35;-2.48
50.09881;18.47511;2001;25;3.94;4.02;94.61;-0.31;98.12;3.02;0.44
50.09881;18.47511;2001;26;0.82;3.24;96.28;0.2;97.76;2.7;0.7
50.09881;18.47511;2001;27;0.53;2.27;95.98;-0.45;97.26;3.74;0.13
50.09881;18.47511;2001;28;0;3.1;92.75;-2.49;97.44;7.42;-1.46
50.09881;18.47511;2001;29;0.05;1.58;93.39;-2.77;98.13;5.44;-1.84
50.09881;18.47511;2001;30;0.27;2.4;91.92;-2.96;98.79;2.74;-1.9
50.09881;18.47511;2001;31;1.99;4.01;92.14;-2.6;98.68;2.84;-1.55
50.09881;18.47511;2001;32;0.76;3.35;89.06;-4.96;98.77;5.98;-3.58
50.09881;18.47511;2001;33;0.81;2.94;85.59;-7.96;98.45;4.72;-6.25
50.09881;18.47511;2001;34;0.93;1.77;86.06;-8.94;98.12;5.98;-7.36
50.09881;18.47511;2001;35;4.32;2.15;90.68;-6.35;97.66;3.64;-5.2
50.09881;18.47511;2001;36;1.75;4.42;97.48;-0.58;97.33;4.14;-0.06
50.09881;18.47511;2001;37;0.67;4.59;95.15;2.09;98.04;4.86;2.83
50.09881;18.47511;2001;38;0.03;4.47;97.1;2.64;98.2;5;3.08
50.09881;18.47511;2001;39;0.05;3.34;98.77;4.96;97.68;4.64;5.15
50.09881;18.47511;2001;40;1.42;3.03;93.17;4.24;98.07;6.62;5.24
50.09881;18.47511;2001;41;0.7;2.33;95.34;0.2;99.98;2.81;0.93
50.09881;18.47511;2001;42;0;1.58;81.26;-3.03;100.74;8.64;-0.27
50.09881;18.47511;2001;43;0;4.67;80.57;0.15;99.86;6.44;3.2
50.09881;18.47511;2001;44;0.49;3.27;89.59;1;99.41;2.41;2.55
50.09881;18.47511;2001;45;0.09;2.35;90.4;-1.04;99.93;4.14;0.33
50.09881;18.47511;2001;46;0.02;1.86;86.08;-1.23;99.95;8.03;0.84
50.09881;18.47511;2001;47;0;1.03;76.82;-1.87;99.68;9.72;1.75
50.09881;18.47511;2001;48;0.12;2.23;89.46;-2;99.89;3.89;-0.48
50.09881;18.47511;2001;49;1.87;5.53;88.08;-2.71;99.46;3.1;-1.01
50.09881;18.47511;2001;50;0.65;3.89;85.81;-2.45;99.43;5.51;-0.38
50.09881;18.47511;2001;51;4.54;3.93;90.59;-1.17;98.59;3.38;0.16
50.09881;18.47511;2001;52;4.23;6.58;88.25;-0.28;97.84;4.54;1.45
50.09881;18.47511;2001;53;4.97;6.19;85.51;-1.97;96.77;5.65;0.15
50.09881;18.47511;2001;54;2.25;2.12;82.04;-4.7;96.57;8.24;-2.19
50.09881;18.47511;2001;55;1.08;2.22;77.17;-7.86;97.51;7.74;-4.8
50.09881;18.47511;2001;56;0.01;1.23;75.81;-9.94;97.99;11.05;-6.97
50.09881;18.47511;2001;57;0.03;1.34;73.22;-8.7;97.56;11.38;-4.98
50.09881;18.47511;2001;58;0.19;1.92;79.16;-6.61;97.61;9.54;-3.77
50.09881;18.47511;2001;59;0.01;5.17;79.03;-6.3;97.5;12.53;-3.27
50.09881;18.47511;2001;60;1.28;2.98;87.87;-2.4;96.76;4.64;-0.65
50.09881;18.47511;2001;61;0.11;3.57;86.8;-3.2;97.11;8.06;-1.33
50.09881;18.47511;2001;62;2.34;2.03;91.38;-1.65;96.52;4;-0.34
50.09881;18.47511;2001;63;1.15;2.59;97.09;0.68;96.82;3.71;1.14
50.09881;18.47511;2001;64;4.3;2.72;94.15;-0.83;98.1;4.25;0.02
50.09881;18.47511;2001;65;0.04;2.58;78.25;-4.41;99.66;13.5;-1.25
50.09881;18.47511;2001;66;0;3.08;75.98;-2.49;99.19;14.26;1.32
50.09881;18.47511;2001;67;0;3.95;70.85;-2.14;98.21;8.24;2.6
50.09881;18.47511;2001;68;0.13;2.81;94.93;3.26;97.62;7.67;4.1
50.09881;18.47511;2001;69;1.6;2.48;91.16;4.69;97.86;10.55;6.04
50.09881;18.47511;2001;70;0.94;3.23;94.72;5.26;97.94;6.73;6.1
50.09881;18.47511;2001;71;0.2;4.26;91.51;6.63;97.74;9.72;8.15
50.09881;18.47511;2001;72;5.08;2.46;96.11;5.1;97.16;5.11;5.74
50.09881;18.47511;2001;73;0.69;3.45;79.26;0.29;97.38;8.89;3.57
50.09881;18.47511;2001;74;3.3;2.8;85.59;0.23;97.9;10.87;2.42
50.09881;18.47511;2001;75;0.33;2.92;85.08;1.85;98.19;12.46;4.23
50.09881;18.47511;2001;76;8.3;3.35;92.39;3.33;97.4;7.74;4.51
50.09881;18.47511;2001;77;2.54;2.03;88.72;1.15;97.27;8.21;2.82
50.09881;18.47511;2001;78;4.23;4.66;83.94;2.04;97.26;10.91;4.86
50.09881;18.47511;2001;79;0.89;5.33;71.16;-5.31;98.09;12.42;-0.94
50.09881;18.47511;2001;80;1.2;1.65;76.46;-5.3;97.91;14.26;-1.89
50.09881;18.47511;2001;81;1.06;2.06;87.39;-1.29;97.13;14.33;0.66
50.09881;18.47511;2001;82;3.03;2.2;88.57;-0.06;97.72;8.53;1.61
50.09881;18.47511;2001;83;2.53;2.46;95.52;3.99;97.37;9.14;4.96
50.09881;18.47511;2001;84;10.7;2.48;94.78;3.08;96.72;6.23;3.91
50.09881;18.47511;2001;85;6.37;3.55;88.74;-2.67;97.42;5.58;-1.05
50.09881;18.47511;2001;86;0.43;4.1;81.58;-5.18;98.59;7.31;-2.65
50.09881;18.47511;2001;87;0.16;3.78;79.3;-5.15;98.7;10.22;-2.22
50.09881;18.47511;2001;88;0.01;3.24;83.24;-1.6;98.14;12.02;1.12
50.09881;18.47511;2001;89;0.11;2.19;84.32;3.8;98.18;11.84;6.39
50.09881;18.47511;2001;90;0.77;1.11;91.35;4.45;99.29;7.24;5.75
50.09881;18.47511;2001;91;0.11;0.91;76.29;3.61;99.58;14.04;7.53
50.09881;18.47511;2001;92;0;1.35;66.06;3.58;99.2;15.48;9.67
50.09881;18.47511;2001;93;0;3.1;68.42;4.59;98.73;16.67;10.22
50.09881;18.47511;2001;94;0.02;2.97;66.57;5.17;98.25;16.42;11.22
50.09881;18.47511;2001;95;4.91;3.11;80.53;3.71;98.08;7.38;6.85
50.09881;18.47511;2001;96;0.03;2.18;70.5;1.72;98.14;13.03;6.78
50.09881;18.47511;2001;97;0.71;2.9;76.79;5.83;97.54;12.89;9.75
50.09881;18.47511;2001;98;14.56;2.86;88.55;6.5;97.64;4.54;8.32
50.09881;18.47511;2001;99;12.11;3.37;92.57;3.35;98.5;4.28;4.49
50.09881;18.47511;2001;100;0.61;1.35;86.85;3.78;98.3;8.35;5.78
50.09881;18.47511;2001;101;0.23;1.64;87.84;4.56;98.32;6.55;6.43
50.09881;18.47511;2001;102;0.55;2.8;76.85;1.61;98.49;10.51;5.47
50.09881;18.47511;2001;103;2.47;4.54;80.4;-2;98.41;11.45;0.98
50.09881;18.47511;2001;104;2.67;4.39;80.15;-3.15;98.54;9.5;-0.21
50.09881;18.47511;2001;105;1.7;3.84;76.15;-2.95;97.95;14.65;0.78
50.09881;18.47511;2001;106;2.63;2.79;87.96;2.56;97.77;8.14;4.42
50.09881;18.47511;2001;107;1.39;1.64;83.89;2.07;98.13;11.66;4.55
50.09881;18.47511;2001;108;0.16;2.42;75.91;1.37;97.64;12.24;5.27
50.09881;18.47511;2001;109;4.29;1.36;84.06;2.9;97.63;10.62;5.37
50.09881;18.47511;2001;110;7.74;1.93;93.77;3.76;97.6;5.36;4.73
50.09881;18.47511;2001;111;7.28;3.77;95.44;4.43;96.94;4.5;5.12
50.09881;18.47511;2001;112;12.59;4.02;95.35;1.37;96.79;3.56;2.02
50.09881;18.47511;2001;113;0.49;2.61;89.64;3.06;97.05;6.7;4.64
50.09881;18.47511;2001;114;0.63;3.21;80.03;3.76;97.94;11.45;6.97
50.09881;18.47511;2001;115;0.22;1.28;72.3;4.97;98.34;19.48;9.83
50.09881;18.47511;2001;116;6.44;2.29;82.15;6.31;98.56;5.9;9.21
50.09881;18.47511;2001;117;0.16;2.14;72.84;5.27;98.64;17.17;9.95
50.09881;18.47511;2001;118;0.34;2.76;76.45;6.82;98.26;14.47;10.89
50.09881;18.47511;2001;119;0.23;1.68;77.56;9.54;98.48;17.71;13.46
50.09881;18.47511;2001;120;0;3.03;69.8;10.51;98.55;22.25;16.18
50.09881;18.47511;2001;121;0.02;3.37;73.29;12.51;98.72;24.37;17.43
50.09881;18.47511;2001;122;0.44;2.35;75.04;11.9;98.82;24.01;16.53
50.09881;18.47511;2001;123;0.19;2.32;75.82;12.06;98.06;25.96;16.58
50.09881;18.47511;2001;124;1.14;2.03;67.65;13.14;97.5;18.97;19.28
50.09881;18.47511;2001;125;7.81;1.04;77.72;12.96;97.67;14.65;16.9
50.09881;18.47511;2001;126;1.64;2.87;86.02;12.73;97.98;8.06;15.02
50.09881;18.47511;2001;127;3.52;3.68;93.34;10.46;98.59;6.77;11.58
50.09881;18.47511;2001;128;2.45;2.73;84.69;12.09;98.93;7.74;14.68
50.09881;18.47511;2001;129;0.08;2.64;72.28;8.39;99.17;24.19;13.26
50.09881;18.47511;2001;130;0.03;2.11;70.7;9.26;98.93;20.09;14.53
50.09881;18.47511;2001;131;0.22;3.48;67.84;7.42;98.57;22.57;13.28
50.09881;18.47511;2001;132;0.06;3.17;68.72;4.13;98.77;18;9.58
50.09881;18.47511;2001;133;0;1.12;59.18;4.84;98.58;27.72;12.63
50.09881;18.47511;2001;134;0;2.79;62.63;6.62;98.23;28.37;13.65
50.09881;18.47511;2001;135;0.36;3.13;72.26;9.13;97.93;19.12;14.35
50.09881;18.47511;2001;136;0.97;2.6;74.68;11.64;98.14;20.02;16.12
50.09881;18.47511;2001;137;0.45;2.82;73.12;13.12;98.19;25.24;18.07
50.09881;18.47511;2001;138;18.03;2.6;88.54;12.2;98.04;7.16;14.18
50.09881;18.47511;2001;139;1.98;3.17;72.29;6.09;98.86;14.8;10.9
50.09881;18.47511;2001;140;0.01;2.26;65.23;6.04;99.27;24.26;12.39
50.09881;18.47511;2001;141;0;1.92;65.4;6.85;99.03;21.78;13.26
50.09881;18.47511;2001;142;0;2.92;62.74;3.95;99.07;25.16;10.84
50.09881;18.47511;2001;143;0;1.71;59.6;3.76;99.51;29.3;11.44
50.09881;18.47511;2001;144;0;1.8;59.43;7.38;99.02;29.59;15.36
50.09881;18.47511;2001;145;0;2.53;64.57;8.77;98.61;27.76;15.46
50.09881;18.47511;2001;146;0;1.87;58.88;4.9;99.09;26.75;12.81
50.09881;18.47511;2001;147;0.15;2.88;63.82;9.92;98.82;22.46;17.07
50.09881;18.47511;2001;148;6.9;3.39;85.13;13.9;98.59;8.1;16.43
50.09881;18.47511;2001;149;2.94;4.23;73.3;13.1;98.23;15.16;18.06
50.09881;18.47511;2001;150;0.02;3.8;66.01;8;98.35;17.96;14.24
50.09881;18.47511;2001;151;5.91;1.58;75.99;9.24;98.03;13.18;13.44
50.09881;18.47511;2001;152;9.23;2.95;86.27;8.62;98.19;13.07;10.82
50.09881;18.47511;2001;153;0.74;3.24;72.32;7.64;97.96;15.55;12.48
50.09881;18.47511;2001;154;1.89;3.28;71.62;6.59;97.7;14;11.68
50.09881;18.47511;2001;155;3.48;3.43;75.26;5.97;98.36;12.42;10.15
50.09881;18.47511;2001;156;2.24;2.54;77.44;7.51;98.85;14.44;11.31
50.09881;18.47511;2001;157;0.2;1.1;66.96;7.91;98.34;18.86;13.93
50.09881;18.47511;2001;158;0.11;1.62;66.25;9.97;98.21;18.61;16.3
50.09881;18.47511;2001;159;4.81;2.19;74.36;11.79;98.12;14.51;16.39
50.09881;18.47511;2001;160;10.88;1.53;84.57;10.99;98.27;11.12;13.54
50.09881;18.47511;2001;161;5.63;1.86;85.77;12.11;98.09;9.5;14.49
50.09881;18.47511;2001;162;10.94;2.99;87.36;9.59;98.23;6.26;11.71
50.09881;18.47511;2001;163;0.78;3.31;70.6;7.18;98.83;14.83;12.38
50.09881;18.47511;2001;164;0.23;1.24;69.52;8.22;98.71;25.27;13.71
50.09881;18.47511;2001;165;0.05;1.48;69.55;9.77;98.39;19.51;15.33
50.09881;18.47511;2001;166;0.01;0.96;62.81;9.75;98.45;23.98;16.93
50.09881;18.47511;2001;167;4.05;2.41;74.63;13.23;98.06;16.92;17.99
50.09881;18.47511;2001;168;7.33;1.31;86.17;13.54;97.83;10.4;15.84
50.09881;18.47511;2001;169;5;2.47;82.87;12.45;98.01;14.29;15.34
50.09881;18.47511;2001;170;4.57;4.28;84.81;11.18;98.65;6.95;13.67
50.09881;18.47511;2001;171;1.76;3.82;80.79;11.72;98.7;9.18;14.98
50.09881;18.47511;2001;172;0.38;1.6;71.49;11.27;98.14;18.68;16.45
50.09881;18.47511;2001;173;5.92;2.71;81.84;9.72;97.78;12.13;12.74
50.09881;18.47511;2001;174;16.62;5.86;84.11;9.98;97.91;7.34;12.64
50.09881;18.47511;2001;175;2.4;4.71;79.37;12.29;98.61;10.94;15.86
50.09881;18.47511;2001;176;0.13;2.55;73.62;11.86;99.05;21.49;16.56
50.09881;18.47511;2001;177;0.06;2;68.94;11.72;98.96;22.75;17.47
50.09881;18.47511;2001;178;0.02;1.01;63.7;12.27;98.59;23.26;19.34
50.09881;18.47511;2001;179;0.45;1.3;65.82;14.06;98.48;27.43;20.74
50.09881;18.47511;2001;180;8.86;1.86;85.79;15.72;98.88;7.6;18.14
50.09881;18.47511;2001;181;1.19;1.46;75.04;14.07;99.03;15.88;18.57
50.09881;18.47511;2001;182;6.41;2.41;77.28;13.44;98.82;12.74;17.46
50.09881;18.47511;2001;183;0.71;2.9;72.62;11.31;99.2;14.18;16.25
50.09881;18.47511;2001;184;6.05;2.99;81.02;12.12;99.08;7.45;15.39
50.09881;18.47511;2001;185;4.63;2.16;82.15;15.01;98.65;11.41;18.1
50.09881;18.47511;2001;186;0.25;1.13;72.04;13.67;98.7;21.6;18.81
50.09881;18.47511;2001;187;0.04;1.84;70.11;15.85;98.64;25.49;21.57
50.09881;18.47511;2001;188;0;3.05;68.75;15.45;98.04;22.97;21.46
50.09881;18.47511;2001;189;4.85;3.26;81.2;15.02;97.89;8.24;18.28
50.09881;18.47511;2001;190;4.21;2.98;78.24;14.34;98.17;10.91;18.17
50.09881;18.47511;2001;191;2.24;2.27;69.2;13.45;98.37;15.12;19.24
50.09881;18.47511;2001;192;8.59;2.83;72.77;14.67;98.3;13.36;19.72
50.09881;18.47511;2001;193;0.18;2;63.94;11.1;98.51;21.53;18.1
50.09881;18.47511;2001;194;0.44;2.48;66.45;12.87;98.28;17.93;19.46
50.09881;18.47511;2001;195;0.04;1.86;65.45;15.89;98.3;23.65;22.74
50.09881;18.47511;2001;196;0.78;3.26;65.41;17.92;98.23;21.74;24.88
50.09881;18.47511;2001;197;6.24;2.81;68.33;17.96;97.96;17.35;24.24
50.09881;18.47511;2001;198;37.72;3.72;91.36;15.79;97.54;2.88;17.3
50.09881;18.47511;2001;199;6.74;2.96;73.55;11.67;97.67;15.66;16.4
50.09881;18.47511;2001;200;3.36;1.75;79.8;14.57;97.81;14.76;18.23
50.09881;18.47511;2001;201;19.07;1.89;83.79;16.78;97.56;12.35;19.6
50.09881;18.47511;2001;202;7.56;3.43;89.79;15.75;98.15;7.06;17.43
50.09881;18.47511;2001;203;2.8;3.71;81.46;14.45;98.74;13.46;17.65
50.09881;18.47511;2001;204;6.15;3.84;87.14;16.81;98.43;4.79;19.02
50.09881;18.47511;2001;205;8.82;3.29;91.28;17.57;98.1;5.94;19.02
50.09881;18.47511;2001;206;12.74;4.01;93.77;17.86;98.11;6.26;18.91
50.09881;18.47511;2001;207;11.79;3.15;90.67;17.79;98.37;6.23;19.35
50.09881;18.47511;2001;208;1.02;2.67;81.94;15.88;98.58;10.37;19.02
50.09881;18.47511;2001;209;0.01;1.83;71.42;15.31;98.87;23.83;20.65
50.09881;18.47511;2001;210;0.01;1.2;66.72;15.36;98.98;23.62;21.84
50.09881;18.47511;2001;211;0.2;1.64;72.51;15.93;99.12;23.8;21.09
50.09881;18.47511;2001;212;0.15;1.61;68.32;16.36;99.02;19.76;22.54
50.09881;18.47511;2001;213;2.19;2.76;76.58;15.11;98.99;17.24;19.37
50.09881;18.47511;2001;214;0;1.05;71.4;13.16;99.02;22.32;18.42
50.09881;18.47511;2001;215;0.27;2.62;75.95;17.29;98.48;20.95;21.89
50.09881;18.47511;2001;216;12.29;1.64;81.52;18.59;98.55;15.62;21.91
50.09881;18.47511;2001;217;10.47;1.97;83.21;14.7;98.69;12.13;17.62
50.09881;18.47511;2001;218;0;1.74;65.79;11.23;98.71;19.73;17.7
50.09881;18.47511;2001;219;0.57;2.82;71.92;13.68;98.32;18.83;19
50.09881;18.47511;2001;220;5.04;2.4;74.84;15.97;98.25;16.34;20.65
50.09881;18.47511;2001;221;0.52;1.78;70.89;14.62;98.61;15.66;20.07
50.09881;18.47511;2001;222;17.9;2.06;85.92;14.61;98.75;6.48;16.98
50.09881;18.47511;2001;223;0.37;2.29;76.32;10.23;99.28;16.31;14.33
50.09881;18.47511;2001;224;0.01;1.23;65.6;8.18;99.21;20.74;14.53
50.09881;18.47511;2001;225;0.11;2.09;69.48;10.89;98.61;17.93;16.67
50.09881;18.47511;2001;226;0.32;1.05;78.79;15.98;98.92;14.69;19.8
50.09881;18.47511;2001;227;0;1.61;74.81;17.19;99.19;23.36;21.89
50.09881;18.47511;2001;228;0;2.42;68.96;16.28;98.92;21.6;22.26
50.09881;18.47511;2001;229;0.03;1.93;67.5;16.45;98.77;17.71;22.81
50.09881;18.47511;2001;230;0.3;1.26;73.97;17.92;98.62;17.64;22.79
50.09881;18.47511;2001;231;0.11;1.18;65.07;17.01;98.31;19.12;23.97
50.09881;18.47511;2001;232;5.5;0.75;66.74;16.84;98.28;17.28;23.37
50.09881;18.47511;2001;233;1.38;1.1;76.97;16.91;98.62;12.2;21.09
50.09881;18.47511;2001;234;0.61;1.72;78.02;16.51;98.95;12.64;20.45
50.09881;18.47511;2001;235;1.59;1.83;78.37;16.09;99.1;11.16;19.98
50.09881;18.47511;2001;236;0.02;1.17;67.52;13.5;99.03;17.6;19.77
50.09881;18.47511;2001;237;0.59;0.73;61.56;13.92;98.94;19.62;21.63
50.09881;18.47511;2001;238;0.37;1.02;62.26;15.18;98.85;16.99;22.78
50.09881;18.47511;2001;239;2.95;3.15;67.84;15.31;98.26;17.82;21.56
50.09881;18.47511;2001;240;0.24;3.58;64.11;8.08;98.33;13.36;14.81
50.09881;18.47511;2001;241;1.24;3.82;68.27;8.22;98.15;9;13.94
50.09881;18.47511;2001;242;0;1.93;65.5;8.31;98.44;17.53;14.68
50.09881;18.47511;2001;243;0.02;1.9;61.39;9.03;98.1;17.32;16.53
50.09881;18.47511;2001;244;5.74;1.3;81.84;11.59;97.86;2.12;14.64
50.09881;18.47511;2001;245;6.4;2.9;78.06;10.15;98.16;11.3;14.02
50.09881;18.47511;2001;246;0.01;1.88;71.31;9.95;98.3;12.24;15.21
50.09881;18.47511;2001;247;4.57;2.58;74.12;11.6;97.91;8.71;16.26
50.09881;18.47511;2001;248;21.92;3.19;92.63;12.74;97.71;3.46;13.89
50.09881;18.47511;2001;249;4.77;3.89;85.86;11.8;97.9;3.89;14.13
50.09881;18.47511;2001;250;0.54;2.57;76.58;8.81;97.9;9.07;12.81
50.09881;18.47511;2001;251;5.09;4.02;81.28;9.47;97.1;4.75;12.62
50.09881;18.47511;2001;252;3.53;4.86;73.26;5.7;97.06;11.52;10.27
50.09881;18.47511;2001;253;3.48;6.19;81.52;6.6;97.23;3.92;9.59
50.09881;18.47511;2001;254;0.9;2.96;75.93;7.84;97.89;5.33;11.94
50.09881;18.47511;2001;255;1.51;3.3;80.42;7.38;97.93;6.73;10.63
50.09881;18.47511;2001;256;0.67;3.88;84.35;8.64;98.09;7.88;11.2
50.09881;18.47511;2001;257;5.33;2.32;84.92;11.19;97.65;4.93;13.72
50.09881;18.47511;2001;258;10.01;0.86;79.15;9.44;98.08;8.17;12.99
50.09881;18.47511;2001;259;14.61;1.73;91.29;9.02;97.7;1.84;10.36
50.09881;18.47511;2001;260;12.37;2.75;86.66;8.62;97.83;5.87;10.74
50.09881;18.47511;2001;261;4.23;3.29;87.21;8.14;97.98;4.64;10.15
50.09881;18.47511;2001;262;0.06;2.11;77.63;7.23;98.89;14.29;10.96
50.09881;18.47511;2001;263;0.01;3.07;77.39;8.29;98.74;12.89;12.15
50.09881;18.47511;2001;264;0.21;2.21;79.69;9.12;98.45;7.67;12.53
50.09881;18.47511;2001;265;8.61;1.9;80.84;9.19;98.43;8.71;12.38
50.09881;18.47511;2001;266;3.82;0.99;82.42;9.38;98.19;7.06;12.35
50.09881;18.47511;2001;267;7.35;1.79;93.92;11.7;97.91;1.8;12.65
50.09881;18.47511;2001;268;2.93;1.83;92.84;10.84;98.39;2.99;11.95
50.09881;18.47511;2001;269;0.55;2.25;81.5;5.1;98.91;3.46;8.15
50.09881;18.47511;2001;270;0.01;1.08;76.28;3.69;98.87;11.23;7.71
50.09881;18.47511;2001;271;2.46;3.39;89.13;9.62;98.49;3.82;11.38
50.09881;18.47511;2001;272;0.05;1.17;83.09;7.91;98.82;13.61;10.74
50.09881;18.47511;2001;273;0.02;1.88;80.69;9.49;98.63;8.68;12.93
50.09881;18.47511;2001;274;0.4;3.92;86.64;12;98.43;7.85;14.19
50.09881;18.47511;2001;275;0.15;4.22;81.53;14.2;98.37;8.32;17.44
50.09881;18.47511;2001;276;0.02;3.52;83.26;13.88;98.32;13.72;16.74
50.09881;18.47511;2001;277;3.71;2.05;92.67;12.58;98.34;4.1;13.85
50.09881;18.47511;2001;278;1.07;1.23;83.6;8.94;98.61;8.5;11.6
50.09881;18.47511;2001;279;0.02;1.5;85.04;9.76;98.47;9.9;12.18
50.09881;18.47511;2001;280;0.1;2.66;83.82;10.87;98.37;10.55;13.62
